src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.10.9,192.168.10.3,1028,135,6,2017-07-07 14:00:35,26.393653,109.49602163823249,0.947197419015852,0.5683184514095112,0.3788789676063408,15,10,1550,1340,222,60,103.33333333333333,69.21528411814516,322,60,134.0,101.6897241612937,322,60,115.6,85.06750260822284,7236.479999999999,300,200,20,12,1.0997355416666668,26.192446,0.0,5.232343821803412,26.393653,26.192446,0.0,1.8852609285714286,6.7417956084858695,26.393513000000002,26.392334,0.0,2.932612555555556,8.294264062562583,4,4,0,0,4,5,0,8,22,0,0,0.6666666666666666,115.6,8192,8192,0,0,0,0,0,0,0,0,332.0,4.0,24.0,4.0,526148.9698890649762282091918,2181818.181818181818181818182,103.33333333333333,134.0,0,15,10,1550,1340
192.168.10.9,192.168.10.3,1029,49671,6,2017-07-07 14:00:35,26.39211,334.03922611719946,1.629274809782166,0.9472527963849803,0.6820220133971858,25,18,5124,3692,990,60,204.96,247.20315208346352,1006,60,205.11111111111111,285.98385519483224,1006,60,205.02325581395348,264.1307365128016,69765.04597079504,500,360,20,22,0.6283835714285714,25.1784,0.0,3.8362134751083845,26.39211,25.1784,0.0,1.0996712499999999,5.023513130203696,26.391931,25.389891,0.0,1.5524665294117648,5.963977496289833,12,12,0,0,4,5,0,24,40,0,0,0.72,205.02325581395348,8192,8192,0,0,0,0,0,0,0,0,1108.0,4.0,24.0,4.0,2762.468819381162106806319272,4E+6,204.96,205.11111111111111,0,25,18,5124,3692
192.168.10.9,192.168.10.3,1030,445,6,2017-07-07 14:00:35,10.882111,1145.9173684223585,4.227121006209181,2.3892423078573635,1.8378786983518178,26,20,8946,3524,3126,60,344.0769230769231,683.1918822183078,314,60,176.2,102.64287603141292,3126,60,271.0869565217391,524.7116734594822,275322.34026465024,520,400,20,23,0.24182468888888886,10.592485,0.0,1.5607667975790025,10.882111,10.592485,0.0,0.43528443999999994,2.0737846413603913,10.881900000000002,10.80436,1e-06,0.5727315789473683,2.4116761361257777,14,14,0,0,0,5,2,28,43,0,0,0.7692307692307693,271.0869565217391,8192,8192,0,0,0,0,0,0,0,0,214.0,4.0,416.0,5.0,3396825.396825396825396825397,1115281.501340482573726541555,344.0769230769231,176.2,0,26,20,8946,3524
192.168.10.9,192.168.10.3,1031,88,6,2017-07-07 14:00:35,0.000708,2692090.3954802263,24011.29943502825,12711.864406779661,11299.435028248588,9,8,1012,894,287,60,112.44444444444444,93.34060818209011,261,60,111.75,86.20433573782701,287,60,112.11764705882354,90.05350197517629,8109.63321799308,180,160,20,6,4.425e-05,0.00043,0.0,0.00010216071896771282,0.0006659999999999999,0.000516,0.0,8.324999999999999e-05,0.00016501193138679395,0.0006320000000000001,0.000451,1e-06,9.02857142857143e-05,0.0001529740540892141,2,2,0,0,2,5,2,4,14,0,0,0.8888888888888888,112.11764705882354,8192,8192,0,0,0,0,0,0,0,0,478.0,4.0,0,0,9.56E+7,0,112.44444444444444,111.75,0,9,8,1012,894
192.168.10.9,192.168.10.3,1032,88,6,2017-07-07 14:00:35,0.000962,5027027.027027027,19750.51975051975,11434.511434511434,8316.008316008316,11,8,1292,3544,367,60,117.45454545454545,117.66467272130396,1586,60,443.0,659.9159037331954,1586,60,254.52631578947367,466.0619304252276,217213.72299168972,220,160,20,8,5.344444444444444e-05,0.000683,0.0,0.00015441186706778088,0.000882,0.000758,0.0,8.82e-05,0.00022431442218457556,0.000921,0.000756,1e-06,0.0001315714285714286,0.0002570124272386494,2,2,0,0,2,5,2,4,16,0,0,0.7272727272727273,254.52631578947367,8192,8192,0,0,0,0,0,0,0,0,331.0,4.0,24.0,4.0,11413793.10344827586206896552,338028.1690140845070422535211,117.45454545454545,443.0,0,11,8,1292,3544
192.168.10.9,192.168.10.3,62625,53,17,2017-07-07 14:00:35,0.000198,3358585.8585858587,25252.525252525254,15151.515151515152,10101.010101010103,3,2,339,326,113,113,113.0,0.0,163,163,163.0,0.0,163,113,133.0,24.49489742783178,600.0,60,40,20,3,4.95e-05,0.000191,0.0,8.170832270950126e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,133.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,163.0,0,3,2,339,326
192.168.10.9,192.168.10.3,62626,389,17,2017-07-07 14:00:35,0.000121,8495867.768595042,41322.31404958678,24793.388429752067,16528.92561983471,3,2,618,410,206,206,206.0,0.0,205,205,205.0,0.0,206,205,205.6,0.4898979485566356,0.24,60,40,20,3,3.0250000000000003e-05,0.000114,0.0,4.837548449369784e-05,4e-06,4e-06,0.0,2e-06,2e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,205.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.0,205.0,0,3,2,618,410
192.168.10.9,192.168.10.3,1033,88,6,2017-07-07 14:00:35,0.001096,6757299.270072993,19160.58394160584,10036.496350364963,9124.087591240876,11,10,3770,3636,1606,60,342.72727272727275,595.5179702515802,1572,60,363.6,604.2044687024419,1606,60,352.6666666666667,599.7606930175475,359712.8888888889,220,200,20,8,5.479999999999999e-05,0.000824,0.0,0.00017717014421171528,0.001058,0.000887,0.0,0.0001058,0.00026140497317380935,0.001055,0.000824,1e-06,0.00011722222222222221,0.000252421947354371,2,2,0,0,2,5,2,4,18,0,0,0.9090909090909091,352.6666666666667,8192,8192,0,0,0,0,0,0,0,0,24.0,4.0,24.0,4.0,4E+6,8E+6,342.72727272727275,363.6,0,11,10,3770,3636
192.168.10.9,192.168.10.3,1034,88,6,2017-07-07 14:00:35,0.000734,9046321.52588556,23160.762942779293,12261.58038147139,10899.182561307902,9,8,3340,3300,1451,60,371.1111111111111,577.2308308629794,1464,60,412.5,607.0887496898621,1464,60,390.5882352941176,591.8300688963235,350262.83044982696,180,160,20,6,4.5875e-05,0.000275,0.0,7.127839346534123e-05,0.000564,0.000366,0.0,7.05e-05,0.00011385626904127853,0.000691,0.000312,1e-06,9.871428571428572e-05,0.00010446012812239386,2,2,0,0,2,5,2,4,14,0,0,0.8888888888888888,390.5882352941176,8192,8192,0,0,0,0,0,0,0,0,2806.0,4.0,0,0,55019607.84313725490196078431,0,371.1111111111111,412.5,0,9,8,3340,3300
192.168.10.9,192.168.10.3,1035,389,6,2017-07-07 14:00:35,0.004316,2655699.721964782,6487.488415199258,3475.440222428174,3012.048192771084,15,13,5012,6450,1726,60,334.1333333333333,557.5777215380431,2688,60,496.15384615384613,784.2211075724309,2688,60,409.35714285714283,677.2118899410664,458615.94387755106,300,260,20,12,0.00015985185185185183,0.002216,0.0,0.0004307647552300704,0.004316,0.002216,0.0,0.00030828571428571423,0.0006231078132544765,0.004222,0.002301,1e-06,0.00035183333333333334,0.000631427461304059,6,4,0,0,2,5,4,10,23,0,0,0.8666666666666667,409.35714285714283,8192,8192,0,0,0,0,0,0,0,0,2034.0,4.0,228.0,4.0,1597800.471327572663000785546,741463.4146341463414634146341,334.1333333333333,496.15384615384613,0,15,13,5012,6450
192.168.10.9,192.168.10.3,1036,88,6,2017-07-07 14:00:35,0.000908,8198237.885462555,23127.75330396476,12114.537444933922,11013.215859030837,11,10,3796,3648,1619,60,345.09090909090907,600.5319542698569,1578,60,364.8,606.6044510222457,1619,60,354.4761904761905,603.5115195213854,364226.1541950115,220,200,20,8,4.5400000000000006e-05,0.000636,0.0,0.00013674662701507485,0.000868,0.000743,0.0,8.68e-05,0.00021979253854487418,0.000891,0.000636,1e-06,9.9e-05,0.00019268396692800132,2,2,0,0,2,5,2,4,18,0,0,0.9090909090909091,354.4761904761905,8192,8192,0,0,0,0,0,0,0,0,1583.0,4.0,1542.0,4.0,53661016.94915254237288135593,4195918.367346938775510204082,345.09090909090907,364.8,0,11,10,3796,3648
192.168.10.25,192.168.10.3,64992,53,17,2017-07-07 14:00:41,0.00025,1608000.0,20000.0,12000.0,8000.0,3,2,222,180,74,74,74.0,0.0,90,90,90.0,0.0,90,74,80.4,7.8383671769061705,61.44000000000001,60,40,20,3,6.25e-05,0.0002,0.0,8.153680150704957e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,80.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,90.0,0,3,2,222,180
192.168.10.25,192.168.10.3,53893,53,17,2017-07-07 14:00:41,0.000215,2372093.023255814,23255.813953488374,13953.488372093023,9302.32558139535,3,2,246,264,82,82,82.0,0.0,132,132,132.0,0.0,132,82,102.0,24.49489742783178,600.0,60,40,20,3,5.375e-05,0.000163,0.0,6.582695116743597e-05,4.8e-05,4.8e-05,0.0,2.4e-05,2.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,102.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,132.0,0,3,2,246,264
192.168.10.25,192.168.10.3,58059,53,17,2017-07-07 14:00:41,0.000233,1660944.2060085838,21459.227467811157,12875.536480686695,8583.690987124464,3,2,213,174,71,71,71.0,0.0,87,87,87.0,0.0,87,71,77.4,7.8383671769061705,61.44000000000001,60,40,20,3,5.825e-05,0.000136,0.0,4.9063097130124176e-05,4.9e-05,4.9e-05,0.0,2.45e-05,2.45e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,77.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,87.0,0,3,2,213,174
192.168.10.25,192.168.10.255,137,137,17,2017-07-07 14:00:41,34.758082,1458.941261488479,13.263102377167991,13.263102377167991,0.0,461,0,50710,0,110,110,110.0,0.0,0,0,0,0.0,110,110,110.0,0.0,0.0,9220,0,20,461,0.07556104782608696,26.389125,0.0,1.243537692927056,34.758082,26.389125,0.0,0.07556104782608696,1.243537692927056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,110.0,0,0,0,0,0,0,0,0,0,0,5213.333333333333,76.66666666666667,0,0,27535211.26760563380281690141,0,110.0,0,0,461,0,50710,0
192.168.10.50,192.168.10.255,138,138,17,2017-07-07 14:00:41,23.719992,530.5229445271314,1.9814509212313394,1.9814509212313394,0.0,47,0,12584,0,279,256,267.74468085106383,11.497396717567096,0,0,0,0.0,279,256,267.74468085106383,11.497396717567096,132.19013128112263,940,0,20,47,0.5156519999999999,23.719918,0.0,3.4590877429326716,23.719992,23.719918,0.0,0.5156519999999999,3.4590877429326716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,267.74468085106383,0,0,0,0,0,0,0,0,0,0,5186.5,23.0,0,0,140175675.6756756756756756757,0,267.74468085106383,0,0,47,0,12584,0
192.168.10.25,192.168.10.3,137,137,17,2017-07-07 14:00:41,30.39225,214.85740608214266,2.0070906234319605,1.0199968742031273,0.987093749228833,31,30,3410,3120,110,110,110.0,0.0,104,104,104.0,0.0,110,104,107.04918032786885,2.9995968554708665,8.997581295350711,620,600,20,31,0.5065375,30.35288,0.0,3.885665935939208,30.392132,30.353075,0.0,1.013071066666667,5.448306337509741,30.392074,30.35301,0.0,1.048002551724138,5.538130309162512,0,0,0,0,0,0,0,0,0,0,0,0.967741935483871,107.04918032786885,0,0,0,0,0,0,0,0,0,0,589.3333333333334,8.666666666666666,537.3333333333334,8.666666666666666,4322738.386308068459657701711,4416438.356164383561643835616,110.0,104.0,0,31,30,3410,3120
192.168.10.25,192.168.10.255,138,138,17,2017-07-07 14:00:41,102.13385,123.77874720281278,0.4797625860574139,0.4797625860574139,0.0,49,0,12642,0,258,258,258.0,0.0,0,0,0,0.0,258,258,258.0,0.0,0.0,980,0,20,49,2.1277885416666664,71.742215,0.0,11.040557593870902,102.13385,71.742215,0.0,2.1277885416666664,11.040557593870902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,258.0,0,0,0,0,0,0,0,0,0,0,3456.0,16.0,0,0,265580.5732728809651886574963,0,258.0,0,0,49,0,12642,0
192.168.10.25,192.168.10.3,56764,53,17,2017-07-07 14:00:42,0.024013,21904.801565818514,208.22054720359804,124.93232832215884,83.28821888143922,3,2,252,274,84,84,84.0,0.0,137,137,137.0,0.0,137,84,105.2,25.96459127350169,674.1600000000001,60,40,20,3,0.00600325,0.023962,0.0,0.010368506579421167,4.8e-05,4.8e-05,0.0,2.4e-05,2.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,105.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,137.0,0,3,2,252,274
192.168.10.25,192.168.10.3,60949,53,17,2017-07-07 14:00:42,0.119991,4967.039194606262,41.66979190105925,25.001875140635548,16.667916760423697,3,2,222,374,74,74,74.0,0.0,187,187,187.0,0.0,187,74,119.2,55.35846818689983,3064.56,60,40,20,3,0.029997750000000004,0.11994,0.0,0.05192818572978937,4.8e-05,4.8e-05,0.0,2.4e-05,2.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,119.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,187.0,0,3,2,222,374
192.168.10.3,192.168.10.1,60730,53,17,2017-07-07 14:00:42,0.023527,14366.472563437752,127.51307008968419,85.0087133931228,42.5043566965614,2,1,190,148,95,95,95.0,0.0,148,148,148.0,0.0,148,95,112.66666666666667,24.984439601924677,624.2222222222222,40,20,20,2,0.0117635,0.023527,0.0,0.0117635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,112.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.0,148.0,0,2,1,190,148
192.168.10.3,192.168.10.1,60061,53,17,2017-07-07 14:00:42,0.11952,3078.9825970548864,25.100401606425702,16.733601070950467,8.366800535475234,2,1,170,198,85,85,85.0,0.0,198,198,198.0,0.0,198,85,122.66666666666667,53.26871084938658,2837.555555555555,40,20,20,2,0.05976,0.11952,0.0,0.05976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,122.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0,198.0,0,2,1,170,198
192.168.10.25,192.168.10.3,50735,53,17,2017-07-07 14:00:42,0.000195,3087179.487179487,25641.02564102564,15384.615384615385,10256.410256410256,3,2,288,314,96,96,96.0,0.0,157,157,157.0,0.0,157,96,120.4,29.883774861954773,893.04,60,40,20,3,4.875e-05,0.000145,0.0,5.8601941094131006e-05,4.7e-05,4.7e-05,0.0,2.35e-05,2.35e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,120.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,157.0,0,3,2,288,314
192.168.10.25,17.253.14.125,123,123,17,2017-07-07 14:00:42,66.96607,17.47153446514033,0.19412816072378145,0.10453054808203617,0.08959761264174529,7,6,630,540,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,140,120,20,7,5.580505833333333,64.974431,0.0,17.91507585978932,66.94260299999999,64.997739,0.0,11.157100499999999,24.087803424285884,66.942654,64.997898,0.023604,13.388530800000002,25.814628919695778,0,0,0,0,0,0,0,0,0,0,0,0.8571428571428571,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,7,6,630,540
192.168.10.25,224.0.0.251,5353,5353,17,2017-07-07 14:00:42,91.997219,582.2893407245277,4.2283886864014875,4.2283886864014875,0.0,389,0,53569,0,269,79,137.7095115681234,55.64744362061483,0,0,0,0.0,269,79,137.7095115681234,55.64744362061483,3096.637981509506,7780,0,20,389,0.23710623453608248,19.776791,0.0,1.5077691450871171,91.997219,19.776791,0.0,0.23710623453608248,1.5077691450871171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,137.7095115681234,0,0,0,0,0,0,0,0,0,0,1857.55,19.4,0,0,9453.127743305253761938228336,0,137.7095115681234,0,0,389,0,53569,0
192.168.10.25,17.253.14.253,123,123,17,2017-07-07 14:00:42,0.094635,8559.201141226818,95.10223490252021,52.834574945844565,42.26765995667565,5,4,450,360,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,100,80,20,5,0.011829375,0.023524,0.0,0.011591412305425729,0.07111100000000001,0.023785,0.0,0.017777750000000002,0.010264116629671548,0.071172,0.023838,0.02365,0.023724,8.179649544244995e-05,0,0,0,0,0,0,0,0,0,0,0,0.8,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,5,4,450,360
192.168.10.25,17.253.20.125,123,123,17,2017-07-07 14:00:42,0.114254,7089.4673271832935,78.77185919092548,43.762143994958606,35.00971519596688,5,4,450,360,90,90,90.0,0.0,90,90,90.0,0.0,90,90,90.0,0.0,0.0,100,80,20,5,0.01428175,0.028399,0.0,0.014084073076972441,0.085888,0.028712,0.0,0.021471999999999998,0.012396978099520867,0.085954,0.028714,0.028533,0.028651333333333334,8.372308854524898e-05,0,0,0,0,0,0,0,0,0,0,0,0.8,90.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,90.0,0,5,4,450,360
192.168.10.9,192.168.10.3,60987,53,17,2017-07-07 14:00:42,0.000196,2765306.12244898,25510.204081632655,15306.122448979593,10204.081632653062,3,2,246,296,82,82,82.0,0.0,148,148,148.0,0.0,148,82,108.4,32.33326460473795,1045.44,60,40,20,3,4.9e-05,0.00019,0.0,8.141560047067147e-05,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,108.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,148.0,0,3,2,246,296
192.168.10.9,192.168.10.3,50009,53,17,2017-07-07 14:00:42,0.000735,986394.5578231292,6802.721088435374,4081.6326530612246,2721.08843537415,3,2,435,290,145,145,145.0,0.0,145,145,145.0,0.0,145,145,145.0,0.0,0.0,60,40,20,3,0.00018375,0.000728,0.0,0.00031422633164647425,3e-06,3e-06,0.0,1.5e-06,1.5e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,145.0,0,3,2,435,290
